"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"15530",15530,45,"Self-Employed",298130,"HS-grad",9,"Married","White-Collar","Husband","White","Male",25," United-States",0,"cat_3"
"15531",15531,26,"Private",135645,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15532",15532,47,"Private",265275,"Some-college",10,"Not-Married","Service","Own-child","White","Male",40," United-States",0,"cat_4"
"15534",15534,21,"Not-Working",232719,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","Black","Male",40," United-States",0,"cat_2"
"15535",15535,29,"Private",167716,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",99," United-States",0,"cat_2"
"15536",15536,68,"Private",107627,"Some-college",10,"Married","Professional","Husband","White","Male",15," United-States",0,"cat_5"
"15537",15537,21,"Private",129674,"Some-college",10,"Not-Married","White-Collar","Not-in-family","Black","Male",48," Mexico",0,"cat_2"
"15538",15538,28,"Self-Employed",114053,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",30," United-States",0,"cat_2"
"15539",15539,46,"Private",202560,"HS-grad",9,"Married","White-Collar","Wife","White","Female",40," United-States",1,"cat_4"
"15540",15540,35,"Private",219902,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","Black","Female",48," United-States",0,"cat_3"
"15541",15541,50,"Self-Employed",192654,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",25," United-States",0,"cat_4"
"15542",15542,48,"Self-Employed",238966,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15544",15544,59,"Private",153484,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",50," United-States",1,"cat_4"
"15545",15545,23,"Private",161874,"Some-college",10,"Not-Married","White-Collar","Own-child","Black","Male",40," United-States",0,"cat_2"
"15546",15546,53,"Private",260106,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",30," United-States",0,"cat_4"
"15547",15547,50,"Self-Employed",240374,"Masters",14,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"15549",15549,53,"Private",223696,"12th",8,"Not-Married","Blue-Collar","Not-in-family","Other","Male",56," Dominican-Republic",0,"cat_4"
"15550",15550,52,"Private",176134,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",48," United-States",0,"cat_4"
"15551",15551,38,"Private",186959,"Bachelors",13,"Married","Professional","Husband","White","Male",50," United-States",0,"cat_3"
"15552",15552,43,"Private",456236,"Masters",14,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"15553",15553,35,"Private",98948,"Bachelors",13,"Married","Service","Wife","White","Female",32," United-States",0,"cat_3"
"15554",15554,41,"Private",166662,"Prof-school",15,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"15555",15555,22,"Private",448626,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",40," United-States",0,"cat_2"
"15556",15556,39,"Private",167482,"HS-grad",9,"Married","Service","Husband","White","Male",60," United-States",1,"cat_3"
"15557",15557,45,"Private",189792,"Masters",14,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_3"
"15558",15558,31,"Private",399052,"9th",5,"Married","Blue-Collar","Wife","White","Female",42," United-States",0,"cat_2"
"15559",15559,40,"Private",104196,"Bachelors",13,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_3"
"15560",15560,47,"Self-Employed",152752,"5th-6th",3,"Married","Blue-Collar","Husband","White","Male",20," United-States",0,"cat_4"
"15561",15561,53,"Private",268545,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," Jamaica",0,"cat_4"
"15562",15562,53,"Self-Employed",148532,"Bachelors",13,"Married","Sales","Husband","White","Male",60," United-States",1,"cat_4"
"15563",15563,33,"Other-Govt",281784,"Bachelors",13,"Not-Married","Other-Occupations","Not-in-family","Black","Male",52," United-States",1,"cat_2"
"15564",15564,24,"Private",225724,"Bachelors",13,"Not-Married","Admin","Own-child","White","Female",20," United-States",0,"cat_2"
"15565",15565,34,"Private",200192,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_2"
"15566",15566,46,"Self-Employed",170850,"HS-grad",9,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_4"
"15567",15567,29,"Federal-Govt",224858,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",60," United-States",0,"cat_2"
"15568",15568,61,"Other-Govt",159908,"11th",7,"Widowed","Service","Unmarried","White","Female",32," United-States",1,"cat_4"
"15569",15569,31,"Private",115488,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15570",15570,29,"Private",1268339,"HS-grad",9,"Not-Married","Other-Occupations","Own-child","Black","Male",40," United-States",0,"cat_2"
"15571",15571,42,"Private",195755,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Male",40," United-States",0,"cat_3"
"15572",15572,50,"Federal-Govt",186272,"Some-college",10,"Married","White-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"15573",15573,34,"Private",181388,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"15574",15574,39,"Private",177181,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15575",15575,74,"Private",91488,"1st-4th",2,"Married","Blue-Collar","Husband","Black","Male",20," United-States",0,"cat_5"
"15576",15576,40,"Private",230961,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_3"
"15577",15577,75,"Self-Employed",309955,"Prof-school",15,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_5"
"15578",15578,40,"Other-Govt",63042,"Bachelors",13,"Married","Professional","Wife","White","Female",40," United-States",1,"cat_3"
"15579",15579,36,"Private",29814,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15582",15582,28,"Private",191088,"Bachelors",13,"Married","White-Collar","Wife","White","Female",40," United-States",1,"cat_2"
"15583",15583,19,"Private",63814,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",18," United-States",0,"cat_1"
"15584",15584,36,"Private",285865,"Assoc-acdm",12,"Not-Married","Service","Unmarried","Black","Female",32," United-States",0,"cat_3"
"15586",15586,50,"Federal-Govt",299831,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_4"
"15587",15587,47,"Private",162741,"Assoc-acdm",12,"Married","Professional","Wife","Black","Female",40," United-States",1,"cat_4"
"15588",15588,48,"Private",204990,"HS-grad",9,"Not-Married","Other-Occupations","Unmarried","Black","Female",33," Jamaica",0,"cat_4"
"15589",15589,60,"Self-Employed",171315,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15590",15590,30,"Private",296462,"Masters",14,"Not-Married","Professional","Not-in-family","Black","Male",30," United-States",0,"cat_2"
"15591",15591,32,"Private",103860,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_2"
"15592",15592,45,"Other-Govt",159816,"Masters",14,"Married","Professional","Wife","White","Female",35," United-States",1,"cat_3"
"15593",15593,51,"Private",96586,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_4"
"15594",15594,53,"Private",202720,"9th",5,"Not-Married","Blue-Collar","Unmarried","Black","Male",75," Haiti",0,"cat_4"
"15595",15595,34,"Private",202822,"Masters",14,"Not-Married","Other-Occupations","Unmarried","Black","Female",40," ?",0,"cat_2"
"15596",15596,48,"Self-Employed",379883,"Masters",14,"Married","White-Collar","Husband","White","Male",40," Mexico",1,"cat_4"
"15598",15598,32,"Private",294121,"Assoc-acdm",12,"Not-Married","Blue-Collar","Not-in-family","White","Female",50," United-States",0,"cat_2"
"15600",15600,31,"Private",234387,"HS-grad",9,"Not-Married","White-Collar","Unmarried","Black","Female",40," United-States",0,"cat_2"
"15601",15601,58,"Self-Employed",154537,"Bachelors",13,"Not-Married","Service","Not-in-family","White","Female",20," United-States",0,"cat_4"
"15602",15602,32,"Private",125856,"Assoc-acdm",12,"Married","White-Collar","Husband","White","Male",60," United-States",1,"cat_2"
"15603",15603,32,"Private",156015,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15604",15604,40,"Private",116632,"Bachelors",13,"Not-Married","Sales","Own-child","White","Male",80," United-States",0,"cat_3"
"15605",15605,50,"Private",124963,"Bachelors",13,"Married","White-Collar","Husband","White","Male",55," United-States",1,"cat_4"
"15606",15606,38,"Self-Employed",115215,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"15607",15607,30,"Private",254905,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15608",15608,21,"Private",195532,"HS-grad",9,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_2"
"15609",15609,28,"Private",190067,"Bachelors",13,"Not-Married","Professional","Own-child","White","Female",40," United-States",1,"cat_2"
"15610",15610,63,"Private",181828,"HS-grad",9,"Married","Sales","Husband","White","Male",48," ?",0,"cat_4"
"15611",15611,32,"Private",203674,"Assoc-acdm",12,"Not-Married","Professional","Unmarried","White","Female",36," United-States",0,"cat_2"
"15612",15612,25,"Private",322585,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Male",45," United-States",0,"cat_2"
"15613",15613,59,"Private",246262,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_4"
"15614",15614,22,"Other-Govt",211129,"Assoc-voc",11,"Not-Married","Admin","Own-child","White","Female",10," ?",0,"cat_2"
"15615",15615,49,"Private",139268,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_4"
"15616",15616,36,"Private",188540,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"15618",15618,46,"Private",94809,"Some-college",10,"Not-Married","Service","Unmarried","White","Female",30," United-States",0,"cat_4"
"15619",15619,37,"Other-Govt",265038,"Prof-school",15,"Married","Professional","Husband","White","Male",60," United-States",1,"cat_3"
"15620",15620,48,"Private",182566,"Bachelors",13,"Married","Sales","Husband","Black","Male",40," United-States",1,"cat_4"
"15621",15621,43,"Private",220109,"Some-college",10,"Married","Service","Husband","White","Male",44," United-States",0,"cat_3"
"15622",15622,41,"Private",208470,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"15623",15623,54,"Private",28683,"HS-grad",9,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_4"
"15624",15624,36,"Private",233571,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Female",4," United-States",0,"cat_3"
"15625",15625,29,"Private",24562,"Bachelors",13,"Not-Married","Service","Unmarried","Other","Female",40," United-States",0,"cat_2"
"15626",15626,66,"Other-Govt",36364,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_5"
"15627",15627,59,"Private",168569,"Prof-school",15,"Not-Married","Professional","Not-in-family","White","Male",50," United-States",0,"cat_4"
"15628",15628,62,"Private",167098,"Bachelors",13,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"15629",15629,29,"Private",271579,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," Mexico",0,"cat_2"
"15630",15630,28,"Private",191355,"Bachelors",13,"Married","Sales","Husband","White","Male",45," United-States",1,"cat_2"
"15631",15631,27,"Private",31659,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",60," United-States",1,"cat_2"
"15632",15632,42,"Other-Govt",83411,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"15633",15633,60,"Private",40856,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",46," United-States",1,"cat_4"
"15634",15634,58,"Private",115605,"Masters",14,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_4"
"15635",15635,27,"Private",132326,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15636",15636,45,"Private",220213,"HS-grad",9,"Widowed","Blue-Collar","Not-in-family","White","Female",40," United-States",0,"cat_3"
"15637",15637,50,"Private",172511,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"15638",15638,43,"Private",156745,"Some-college",10,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_3"
"15639",15639,39,"Private",218916,"Prof-school",15,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_3"
"15640",15640,21,"Private",306114,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",20," United-States",0,"cat_2"
"15641",15641,24,"Private",196675,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",70," United-States",0,"cat_2"
"15642",15642,59,"Self-Employed",73411,"Prof-school",15,"Married","Blue-Collar","Husband","White","Male",30," United-States",0,"cat_4"
"15643",15643,36,"Private",184659,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"15645",15645,35,"Private",320451,"Masters",14,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",65," Hong",1,"cat_3"
"15646",15646,33,"Private",172498,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"15647",15647,30,"Private",131588,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","Black","Female",45," United-States",0,"cat_2"
"15648",15648,40,"Private",124520,"Assoc-voc",11,"Not-Married","Blue-Collar","Unmarried","White","Male",50," United-States",1,"cat_3"
"15649",15649,26,"Self-Employed",93806,"Some-college",10,"Married","Sales","Husband","White","Male",55," United-States",0,"cat_2"
"15650",15650,37,"Federal-Govt",173192,"Assoc-voc",11,"Not-Married","Admin","Not-in-family","Black","Male",40," United-States",0,"cat_3"
"15651",15651,68,"Self-Employed",198554,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Female",20," United-States",0,"cat_5"
"15652",15652,45,"Private",26502,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",72," United-States",1,"cat_3"
"15653",15653,56,"Private",225267,"HS-grad",9,"Married","Professional","Husband","White","Male",40," United-States",0,"cat_4"
"15654",15654,36,"Private",150042,"HS-grad",9,"Not-Married","Admin","Own-child","White","Female",40," United-States",0,"cat_3"
"15655",15655,50,"Private",211319,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_4"
"15656",15656,38,"Private",208358,"Assoc-voc",11,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_3"
"15657",15657,29,"Private",58115,"Bachelors",13,"Married","Sales","Husband","White","Male",41," United-States",0,"cat_2"
"15658",15658,28,"Private",219267,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",28," United-States",0,"cat_2"
"15659",15659,39,"Federal-Govt",129573,"Some-college",10,"Married","Admin","Husband","White","Male",50," United-States",0,"cat_3"
"15660",15660,26,"Other-Govt",27834,"Bachelors",13,"Not-Married","Other-Occupations","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15661",15661,52,"Self-Employed",415037,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",65," United-States",1,"cat_4"
"15662",15662,52,"Private",191529,"Bachelors",13,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15663",15663,84,"Private",132806,"HS-grad",9,"Widowed","Service","Not-in-family","White","Female",13," United-States",0,"cat_5"
"15664",15664,33,"Federal-Govt",137059,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",10," United-States",0,"cat_2"
"15665",15665,46,"Federal-Govt",102308,"Prof-school",15,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_4"
"15666",15666,30,"Private",164309,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Female",35," United-States",0,"cat_2"
"15667",15667,38,"Private",40955,"Bachelors",13,"Married","Professional","Husband","White","Male",40," England",1,"cat_3"
"15668",15668,66,"Private",141085,"HS-grad",9,"Widowed","Service","Not-in-family","White","Female",8," United-States",0,"cat_5"
"15669",15669,62,"Federal-Govt",258124,"Masters",14,"Married","Admin","Husband","White","Male",40," Italy",1,"cat_4"
"15670",15670,31,"Private",467579,"Bachelors",13,"Married","White-Collar","Husband","Black","Male",40," United-States",1,"cat_2"
"15671",15671,31,"Private",145139,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_2"
"15672",15672,39,"Private",231141,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15673",15673,60,"Self-Employed",146674,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",50," ?",0,"cat_4"
"15674",15674,27,"Private",242207,"Bachelors",13,"Not-Married","Other-Occupations","Own-child","White","Female",40," United-States",0,"cat_2"
"15676",15676,38,"Private",135416,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",40," United-States",0,"cat_3"
"15677",15677,25,"Private",267284,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","White","Male",40," United-States",0,"cat_2"
"15678",15678,48,"Private",130812,"HS-grad",9,"Married","White-Collar","Wife","White","Female",40," United-States",0,"cat_4"
"15679",15679,42,"Self-Employed",183765,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",50," ?",0,"cat_3"
"15680",15680,45,"Other-Govt",188823,"Masters",14,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_3"
"15681",15681,22,"Private",200593,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",40," United-States",0,"cat_2"
"15682",15682,50,"Private",124094,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," Poland",0,"cat_4"
"15683",15683,21,"Private",50411,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15684",15684,44,"Other-Govt",101689,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_3"
"15685",15685,60,"Self-Employed",73091,"HS-grad",9,"Not-Married","Service","Not-in-family","Black","Male",50," United-States",0,"cat_4"
"15687",15687,51,"Private",176969,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",48," United-States",0,"cat_4"
"15688",15688,30,"Private",342709,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","White","Male",40," United-States",0,"cat_2"
"15689",15689,46,"Self-Employed",368561,"Assoc-acdm",12,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15690",15690,43,"Private",26915,"Assoc-voc",11,"Married","White-Collar","Husband","White","Male",45," United-States",1,"cat_3"
"15691",15691,57,"Private",157974,"HS-grad",9,"Not-Married","Service","Not-in-family","Black","Male",48," United-States",0,"cat_4"
"15692",15692,48,"Private",109832,"Masters",14,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_4"
"15693",15693,39,"Self-Employed",116358,"Bachelors",13,"Married","Sales","Husband","Asian-Pac-Islander","Male",40," ?",1,"cat_3"
"15694",15694,68,"Self-Employed",195881,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_5"
"15695",15695,33,"Private",183000,"Some-college",10,"Not-Married","Service","Not-in-family","White","Male",24," United-States",0,"cat_2"
"15696",15696,22,"Not-Working",302347,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"15698",15698,28,"Private",217200,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"15699",15699,32,"Private",31740,"Masters",14,"Married","Professional","Husband","Asian-Pac-Islander","Male",40," India",0,"cat_2"
"15700",15700,56,"Private",35520,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",42," United-States",0,"cat_4"
"15701",15701,36,"Private",369843,"HS-grad",9,"Married","Service","Husband","White","Male",50," United-States",0,"cat_3"
"15702",15702,34,"Private",199227,"Some-college",10,"Married","White-Collar","Husband","White","Male",55," United-States",0,"cat_2"
"15703",15703,18,"Private",144711,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Female",40," United-States",0,"cat_1"
"15704",15704,39,"Private",382802,"10th",6,"Widowed","Blue-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_3"
"15705",15705,25,"Private",254781,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_2"
"15706",15706,27,"Self-Employed",70657,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",35," United-States",0,"cat_2"
"15707",15707,56,"Self-Employed",50791,"Masters",14,"Not-Married","Sales","Not-in-family","White","Male",60," United-States",0,"cat_4"
"15708",15708,33,"Self-Employed",222162,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"15709",15709,49,"Self-Employed",94606,"Doctorate",16,"Married","Professional","Husband","Black","Male",60," United-States",1,"cat_4"
"15710",15710,44,"Self-Employed",104196,"HS-grad",9,"Married","White-Collar","Husband","White","Male",84," United-States",0,"cat_3"
"15711",15711,30,"Self-Employed",455995,"11th",7,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",1,"cat_2"
"15712",15712,27,"Private",166210,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"15713",15713,25,"Private",198986,"Bachelors",13,"Not-Married","Admin","Not-in-family","White","Male",40," United-States",1,"cat_2"
"15714",15714,30,"Self-Employed",292465,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15715",15715,38,"Private",99388,"Assoc-acdm",12,"Married","Service","Husband","White","Male",40," El-Salvador",0,"cat_3"
"15716",15716,38,"Private",698363,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15717",15717,46,"Private",154940,"Some-college",10,"Not-Married","Sales","Unmarried","White","Female",40," United-States",0,"cat_4"
"15718",15718,37,"Private",401998,"HS-grad",9,"Widowed","Blue-Collar","Unmarried","White","Female",20," United-States",0,"cat_3"
"15719",15719,62,"Private",162825,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"15720",15720,55,"Self-Employed",271795,"HS-grad",9,"Married","Service","Husband","White","Male",40," United-States",0,"cat_4"
"15721",15721,47,"Self-Employed",134671,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"15722",15722,45,"Private",87583,"HS-grad",9,"Married","Professional","Wife","White","Female",14," United-States",0,"cat_3"
"15723",15723,50,"Private",248619,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"15724",15724,36,"Private",130200,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Male",40," United-States",0,"cat_3"
"15725",15725,45,"Private",178922,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Female",20," United-States",0,"cat_3"
"15726",15726,23,"Private",51985,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",38," United-States",0,"cat_2"
"15727",15727,37,"Private",125933,"Assoc-acdm",12,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"15728",15728,38,"Other-Govt",104280,"Doctorate",16,"Married","Professional","Husband","White","Male",55," United-States",1,"cat_3"
"15729",15729,27,"Private",617860,"Some-college",10,"Not-Married","Blue-Collar","Own-child","Black","Male",40," United-States",0,"cat_2"
"15730",15730,29,"Private",122112,"Bachelors",13,"Married","Sales","Wife","White","Female",50," United-States",0,"cat_2"
"15731",15731,45,"Other-Govt",181758,"Masters",14,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_3"
"15732",15732,41,"Self-Employed",223671,"HS-grad",9,"Married","Sales","Husband","White","Male",55," United-States",1,"cat_3"
"15733",15733,38,"Self-Employed",140117,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",20," United-States",0,"cat_3"
"15734",15734,27,"Private",107458,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15735",15735,51,"Federal-Govt",215948,"Some-college",10,"Married","Blue-Collar","Husband","Other","Male",40," ?",0,"cat_4"
"15736",15736,44,"Federal-Govt",306440,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"15737",15737,33,"Federal-Govt",615893,"Masters",14,"Married","Blue-Collar","Husband","Black","Male",40," Nicaragua",0,"cat_2"
"15738",15738,28,"Self-Employed",201186,"HS-grad",9,"Married","Sales","Husband","Black","Male",40," United-States",1,"cat_2"
"15739",15739,32,"Private",37210,"Bachelors",13,"Married","White-Collar","Husband","White","Male",45," United-States",1,"cat_2"
"15740",15740,43,"Private",196084,"Masters",14,"Married","Professional","Husband","White","Male",55," United-States",0,"cat_3"
"15741",15741,45,"Other-Govt",166181,"HS-grad",9,"Not-Married","Service","Own-child","Black","Female",40," United-States",0,"cat_3"
"15742",15742,52,"Federal-Govt",291096,"Assoc-acdm",12,"Married","Service","Husband","White","Male",40," United-States",1,"cat_4"
"15743",15743,24,"Private",232841,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Male",35," United-States",0,"cat_2"
"15745",15745,47,"Private",408788,"Assoc-voc",11,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_4"
"15746",15746,53,"Self-Employed",42924,"Doctorate",16,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",1,"cat_4"
"15747",15747,31,"Private",181091,"Bachelors",13,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_2"
"15748",15748,30,"Private",200246,"Assoc-voc",11,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"15749",15749,56,"Private",282023,"HS-grad",9,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_4"
"15750",15750,49,"Federal-Govt",128990,"Bachelors",13,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_4"
"15751",15751,38,"Private",106838,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15752",15752,19,"Private",144750,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",18," United-States",0,"cat_1"
"15753",15753,39,"Private",108140,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15754",15754,38,"Private",103323,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15755",15755,47,"Private",268022,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",55," United-States",1,"cat_4"
"15756",15756,58,"Private",197114,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"15757",15757,27,"Private",191628,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_2"
"15758",15758,59,"Other-Govt",176118,"Masters",14,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",1,"cat_4"
"15759",15759,24,"Private",42401,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",47," United-States",0,"cat_2"
"15760",15760,42,"Private",322385,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"15761",15761,53,"Other-Govt",123011,"Masters",14,"Married","White-Collar","Husband","White","Male",60," United-States",1,"cat_4"
"15762",15762,35,"Private",210945,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_3"
"15763",15763,36,"Other-Govt",130620,"HS-grad",9,"Married","Admin","Wife","Asian-Pac-Islander","Female",40," China",1,"cat_3"
"15764",15764,26,"Private",248990,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," Mexico",0,"cat_2"
"15765",15765,33,"Private",132705,"9th",5,"Not-Married","Admin","Not-in-family","White","Male",48," United-States",0,"cat_2"
